rank,center_node_id
1,12684
2,2463
3,18238
4,1185
5,10188
6,16140
7,6604
8,13815
9,6181
10,9209
11,15759
12,7490
13,10002
14,4972
15,15634
16,19742
17,16304
18,3251
19,16200
20,17587
21,7233
22,11062
23,12570
24,17156
25,11761
26,11074
27,15326
28,13949
29,19481
30,17439
31,8657
32,18812
33,15100
34,12978
35,11040
36,9322
37,8815
38,5075
39,7729
40,14863
41,14895
42,8423
43,10638
44,7456
45,11908
46,15105
47,15039
48,13144
49,14462
50,10823
51,4402
52,19945
53,8784
54,14091
55,4894
56,17253
57,5991
58,697
59,4560
60,14067
61,14904
62,3435
63,16342
64,1706
65,8992
66,10629
67,12047
68,3826
69,6644
70,12226
71,6455
72,5947
73,959
74,16157
75,14652
76,4177
77,811
78,17848
79,17824
80,6768
81,4569
82,11875
83,5867
84,15557
85,8381
86,5596
87,18580
88,16978
89,13030
90,7195
91,14469
92,872
93,16900
94,17367
95,15900
96,1830
97,26
98,4576
99,8798
100,14927
101,6561
102,4222
103,12494
104,8609
105,13450
106,21943
107,9656
108,19768
109,667
110,9667
111,17116
112,8000
113,17789
114,9856
115,18693
116,5574
117,18921
118,17032
119,6254
